title,type,titlereleased,image_landscape,image_portrait,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,language
#Alive ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/alive.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/alive.jpeg,TV-MA,SuperHD,"Yoo Ah-in, Park Shin-hye",Cho Il,"Horror, Zombie, Korean",6.2/10,98 mins,81240831,2020-09-08,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.",Korean
#AnneFrank - Parallel Stories ,Movie,2019,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXOaYza0VP_egNdFX3Us-ge_24maVKbOmppcfuJ83JSFRbLqSpW_v76fXqQmkQzdXIJ-wScjAMFug-HH9rqAXRT2LDHF.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXOaYza0VP_egNdFX3Us-ge_24maVKbOmppcfuJ83JSFRbLqSpW_v76fXqQmkQzdXIJ-wScjAMFug-HH9rqAXRT2LDHF.jpg,TV-14,SuperHD,"Helen Mirren, Gengher Gatti","Sabina Fedeli, Anna Migotto",Documentary,,94 mins,81264660,2020-07-01,"Through her diary, Anne Frank's story is retold alongside those of five Holocaust survivors in this poignant documentary from Oscar winner Helen Mirren.",English
#FriendButMarried ,Movie,2018,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcqfGr6gtg5Ma9jaetCdJR8fa1boVQh36gY-hVN26f8mo4qB_GDwbxOttIHQ6SzQPCYculSDvZZA3TgURnUI3KKjgjek.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcqfGr6gtg5Ma9jaetCdJR8fa1boVQh36gY-hVN26f8mo4qB_GDwbxOttIHQ6SzQPCYculSDvZZA3TgURnUI3KKjgjek.jpg,TV-G,SuperHD,"Adipati Dolken, Vanesha Prescilla, Refal Hady, Denira Wiraguna",Rako Prijanto,"Biography, Drama",7.1/10,102 min,81260630,2020-05-22,"Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",Indonesian
#FriendButMarried 2 ,Movie,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXeYcO3UbG0pWu_5UlGX6ItIu7AVki5pW59sBj7CV0bRaivPvo5xb6Zz1mXCNeWq-Llujcm0FyhG0UO4wjZVxVn1Snua.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXeYcO3UbG0pWu_5UlGX6ItIu7AVki5pW59sBj7CV0bRaivPvo5xb6Zz1mXCNeWq-Llujcm0FyhG0UO4wjZVxVn1Snua.jpg,TV-G,SuperHD,"Adipati Dolken, Mawar Eva de Jongh, Vonny Cornellya, Sari Nila",Rako Prijanto,"Biography, Drama, Romance",,104 mins,81260637,2020-06-28,"As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage.",Indonesian
#realityhigh,Movie,2017,https://occ-0-114-116.1.nflxso.net/art/37403/d38f24c5b48414b5b9432790538060719ad37403.jpg,https://occ-0-114-116.1.nflxso.net/art/37403/d38f24c5b48414b5b9432790538060719ad37403.jpg,TV-14,SuperHD,"Nesta Cooper, Kate Walsh, John Michael Higgins, Keith Powers",Fernando Lebrija,,5.2/10,99 minutes,80125979,2017-09-08,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",English
01-Oct,Movie,2014,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUOhSjjyvKg6YhDjKXShJTLSBQWZBTsqKZrTn2rm7srHcerIwwYdH9yNQ1j6rvf8DVTs4XovlOeXdZ9F2ruIdL96qzVRZP9AyA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUOhSjjyvKg6YhDjKXShJTLSBQWZBTsqKZrTn2rm7srHcerIwwYdH9yNQ1j6rvf8DVTs4XovlOeXdZ9F2ruIdL96qzVRZP9AyA.jpg,TV-14,SuperHD,"Sadiq Daba, David Bailie, Kayode Olaiya, Kehinde Bankole",Kunle Afolayan,,6.5/10,148 minutes,80032842,2019-09-01,"Against the backdrop of Nigeria's looming independence from Britain, detective Danladi Waziri races to capture a killer terrorizing local women.",English
100 Days with Tata ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/100dayswithtata.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/100dayswithtata.jpeg,TV-14,,"Luisa Cantero, Miguel Ángel Muñoz",Miguel Ángel Muñoz,Documentary,,82 min,81594658,2022-06-02,"During the pandemic, actor Miguel Ángel Muñoz documents his 100-plus days living in a tiny flat with his beloved Tata, 95, who becomes an Instagram star.",Spanish
100 Meters,Movie,2016,https://occ-0-114-116.1.nflxso.net/art/13ca5/ddb64e24669e43e0c1e866ad1293f47198013ca5.jpg,https://occ-0-114-116.1.nflxso.net/art/13ca5/ddb64e24669e43e0c1e866ad1293f47198013ca5.jpg,TV-MA,SuperHD,"Dani Rovira, Karra Elejalde, Alexandra Jiménez, David Verdaguer",Marcel Barrena,,7.5/10,108 minutes,80141173,2017-03-10,"A man who is diagnosed with multiple sclerosis responds by training for an Ironman triathlon, with his cranky father-in-law's help.",Spanish
100 Things to do Before High School,Movie,2014,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABYHWvPh2CKID-IM7SRt7RRJi5oiaZV72OT97fGPT7yVsXAkOLs63lCX_Y8cAOpoquALyFCAVVuUOInMUvmZDrBjIAJhf.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABYHWvPh2CKID-IM7SRt7RRJi5oiaZV72OT97fGPT7yVsXAkOLs63lCX_Y8cAOpoquALyFCAVVuUOInMUvmZDrBjIAJhf.jpg,TV-Y,SuperHD,"Isabela Moner, Jaheem Toombs, Owen Joyner, Jack De Sena",,,6.1/10,44 minutes,81215856,2019-11-01,"Led by seventh-grader C.J., three students who have been warned about the dangers of high school decide to make the best of their middle-school years.",English
100% Halal ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/100halal.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/100halal.jpeg,TV-14,SuperHD,"Anisa Rahma, Anandito Dwis, Kinaryosih, Arafah Rianti",Jastis Arimba,Drama,,100 mins,81362739,2021-01-07,"After high school, a young woman marries the man of her father's choice but soon faces the possibility that her religion considers the union invalid.",Indonesian
1000 Miles from Christmas ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/1000milesfromchristmas.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/1000milesfromchristmas.jpeg,TV-PG,,"Tamar Novas, Verónica Forqué, Peter Vives",Álvaro Fernández Armero,"Adventure, Comedy, Family",,111 min,81219821,2021-12-24,"An auditor who completely despises Christmas is sent to a small town for work, where he meets a woman determined to change his view about the holiday.",Spanish
11:11 ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/1111.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/1111.jpeg,TV-14,,"Eyad Nassar, Ghada Adel, Injy Al Moqaddem, Omar El Shenawy, Mohamed Al-Sharnuby, Nour Ehab",Karim Abouzeid,"Horror, Thriller",,95 min,81647073,2022-11-12,"When a troubled lawyer attempts suicide in his car, the stray bullet triggers a series of events intertwining the lives of three strangers.",Arabic
11M: Terror in Madrid ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/11mterrorinmadrid.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/11mterrorinmadrid.jpeg,TV-14,,N/A,Jose Gomez,Documentary,,92 min,81568624,2022-02-23,"Survivors and insiders recount March 11, 2004's terrorist attack on Madrid, including the political crisis it ignited and the hunt for the perpetrators.",English
12 Strong ,Movie,2018,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdDMCQ1s7xiFDusoHe06pDAKocJhyAOi_3j8eBkOhMvHJTJHijzL9YTSGePK5e6UFizOJkIJR-FI36mBLCU3rvApJ6AM.jpg,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdDMCQ1s7xiFDusoHe06pDAKocJhyAOi_3j8eBkOhMvHJTJHijzL9YTSGePK5e6UFizOJkIJR-FI36mBLCU3rvApJ6AM.jpg,R,,"Chris Hemsworth, Michael Shannon, Michael Peña",Nicolai Fuglsig,"Action, Drama, History",,130 min,80196613,2022-07-10,"Following 9/11, a dozen US soldiers mount up on horseback in Afghanistan to help a local warlord take on a mutual enemy. Inspired by true events.",English
122,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/122.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/122.jpeg,TV-MA,SuperHD,"Ahmed Dawood, Tarek Lotfy, Amina Khalil, Ahmad El-Fishawi",Yasir Al-Yasiri,"Horror, Thriller",7.1/10,95 min,81252528,2020-06-01,"After an awful accident, a couple admitted to a grisly hospital are separated and must find each other to escape -- before death finds them.",Arabic
137 Shots ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/137shots.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/137shots.jpeg,TV-MA,,,Michael Milano,Documentary,,105 mins,80172819,2021-12-15,"In this documentary, law enforcement faces scrutiny as Americans demand justice after police violence claims multiple Black lives in Cleveland.",English
13: The Musical ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/13themusical.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/13themusical.jpeg,PG,,"Josh Peck, Rhea Perlman, Peter Hermann",Tamra Davis,"Comedy, Drama, Family",,91 min,80222822,2022-08-12,"After moving from New York to Indiana in the wake of his parents' divorce, a clever middle schooler is determined to throw the best bar mitzvah ever.",English
13TH,Movie,2016,https://occ-0-114-116.1.nflxso.net/art/7d419/66bafaf0f2339506064a997e15b5810ecd27d419.jpg,https://occ-0-114-116.1.nflxso.net/art/7d419/66bafaf0f2339506064a997e15b5810ecd27d419.jpg,TV-MA,SuperHD,,Ava DuVernay,,8.2/10,100 minutes,80091741,2016-10-07,"In this thought-provoking documentary, scholars, activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.",English
13TH: A Conversation with Oprah Winfrey & Ava DuVernay,Movie,2017,https://occ-0-116-114.1.nflxso.net/art/d118e/ce42f1b6f6f6a1c02fff64446e51f064b14d118e.jpg,https://occ-0-116-114.1.nflxso.net/art/d118e/ce42f1b6f6f6a1c02fff64446e51f064b14d118e.jpg,TV-PG,SuperHD,"Oprah Winfrey, Ava DuVernay",,,6.9/10,36 minutes,80169801,2017-01-26,"Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film, historical cycles of oppression and the broken prison system.",English
14 Peaks: Nothing Is Impossible ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/14peaksnothingisimpossible.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/14peaksnothingisimpossible.jpeg,TV-MA,,N/A,Torquil Jones,"Documentary, Adventure, Sport",,101 min,81464765,2021-11-29,"Fearless Nepali mountaineer Nimsdai Purja embarks on a seemingly impossible quest to summit all 14 of the world's 8,000-meter peaks in seven months.",English
15-Aug,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABZNqbO7tRJ5D0a-JIEaBebhElZGIW86xHBPfZhsVIxvBqaus63rCHDxbdEu-XF1vSiLIEGS3oWF0M2eCPiezoOAlRs1gg8rbaQ.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABZNqbO7tRJ5D0a-JIEaBebhElZGIW86xHBPfZhsVIxvBqaus63rCHDxbdEu-XF1vSiLIEGS3oWF0M2eCPiezoOAlRs1gg8rbaQ.jpg,TV-14,SuperHD,"Rahul Pethe, Mrunmayee Deshpande, Adinath Kothare, Vaibhav Mangale",Swapnaneel Jayakar,,5.8/10,124 minutes,81033429,2019-03-29,"On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy.",Marathi
17 Again,Movie,2009,https://www.whats-on-netflix.com/wp-content/uploads/covers/17again.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/17again.jpeg,PG-13,SuperHD,"Zac Efron, Leslie Mann, Thomas Lennon, Matthew Perry",Burr Steers,"Comedy, Drama, Fantasy, Romance, Sport",,102 min,70107406,2021-01-01,"Nearing a midlife crisis, thirty-something Mike wishes for a ""do-over"" – and that's exactly what he gets when he wakes up to find he's 17 again.",English
18 Presents ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/18presents.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/18presents.jpeg,TV-MA,SuperHD,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi",Francesco Amato,Drama,0,114 mins,81261846,2020-05-10,A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,Italian
1922,Movie,2017,https://occ-0-114-116.1.nflxso.net/art/e4aa3/f280cc37fffab684ac98fbca89b995a2b3de4aa3.jpg,https://occ-0-114-116.1.nflxso.net/art/e4aa3/f280cc37fffab684ac98fbca89b995a2b3de4aa3.jpg,TV-MA,SuperHD,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard",Zak Hilditch,,6.3/10,102 minutes,80135164,2017-10-20,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",English
1BR,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/1br.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/1br.jpeg,TV-MA,SuperHD,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld",David Marmor,"Drama, Horror, Thriller",,90 min,81306212,2020-08-23,"Seeking her independence, a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community.",English
2 Hearts ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/2hearts.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/2hearts.jpeg,PG-13,,"Radha Mitchell, Jacob Elordi, Kari Matchett, Adan Canto",Lance Hool,"Drama, Romance",,101 min,81435805,2021-06-02,"In parallel love stories, the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story.",English
2 Weeks in Lagos ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/2weeksinlagos.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/2weeksinlagos.jpeg,TV-PG,,"Toyin Abraham, Shaffy Bello, Mawuli Gavor",Kathryn Fasegha,Romance,,117 min,81435742,2021-07-16,A businessman returns home to Nigeria and falls in love with a friend's sister despite his family's plan for him to marry a politician's daughter.,English
20th Century Girl ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/20thcenturygirl.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/20thcenturygirl.jpeg,TV-PG,,"Kim Yoo-jeong, Han Hyo-joo, Woo-Seok Byeon",Woo-ri Bang,"Drama, Romance",,119 min,81472752,2022-10-21,"In 1999, a teen girl keeps close tabs on a boy in school on behalf of her deeply smitten best friend – then she gets swept up in a love story of her own.",Korean
21,Movie,2008,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUz7bvAPgw3FSjqn9eyjNuksFcAn6yYNX3teoh3DXx4VSIrIA3EOWJ4LHbutSKc3x1Eek3_6st6Sr5FVOfYkUZf8-LiX.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUz7bvAPgw3FSjqn9eyjNuksFcAn6yYNX3teoh3DXx4VSIrIA3EOWJ4LHbutSKc3x1Eek3_6st6Sr5FVOfYkUZf8-LiX.jpg,PG-13,SuperHD,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo",Robert Luketic,,6.8/10,122 minutes,70084788,2020-01-01,A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.,English
21 Bridges ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/21bridges.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/21bridges.jpeg,R,,"Chadwick Boseman, Sienna Miller, J.K. Simmons",Brian Kirk,"Action, Thriller",,99 min,81059369,2022-03-01,"Armed with a bold plan to lock down Manhattan, a detective on a mission races against time to catch two cop killers -- and makes a shocking discovery.",English
21 Jump Street ,Movie,2012,https://www.whats-on-netflix.com/wp-content/uploads/covers/21jumpstreet.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/21jumpstreet.jpeg,R,,"Jonah Hill, Channing Tatum, Ice Cube","Phil Lord, Christopher Miller","Action, Comedy, Crime",,109 min,70208247,2021-11-01,Two rookie cops go from park duty to prom until they're given a big assignment: Bust a drug ring by going undercover as high school students.,English
22-Jul,Movie,2018,https://occ-0-116-114.1.nflxso.net/art/3735a/b5a525e65954d15611a92d2185c2193a0743735a.jpg,https://occ-0-116-114.1.nflxso.net/art/3735a/b5a525e65954d15611a92d2185c2193a0743735a.jpg,R,SuperHD,"Jonas Strand Gravli, Anders Danielsen Lie, Jon Øigarden, Maria Bock",Paul Greengrass,,6.8/10,144 minutes,80210932,2018-10-10,"After devastating terror attacks in Norway, a young survivor, grieving families and the country rally for justice and healing. Based on a true story.",
27 Steps of May ,Movie,2018,https://www.whats-on-netflix.com/wp-content/uploads/covers/27stepsofmay.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/27stepsofmay.jpeg,TV-MA,,"Raihaanun Soeriaatmadja, Lukman Sardi, Ario Bayu",Ravi L. Bharwani,Drama,,112 min,81497301,2021-10-01,"Tormented by a traumatic sexual assault in her past, a woman slowly discovers a world beyond her life in isolation.",Indonesian
3 Idiots,Movie,2009,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABewB8O-OXlna8j3aYVSEyanHFr3DYAPy8JUucpfPAUVM7iFAp5_6hS-VENxmDvunRwlZQoCEPKr8bEiDuCw9UtZxscQazV7fwg.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABewB8O-OXlna8j3aYVSEyanHFr3DYAPy8JUucpfPAUVM7iFAp5_6hS-VENxmDvunRwlZQoCEPKr8bEiDuCw9UtZxscQazV7fwg.jpg,PG-13,SuperHD,"Aamir Khan, Kareena Kapoor, Madhavan, Sharman Joshi",Rajkumar Hirani,,8.4/10,163 minutes,70121522,2019-08-01,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",Hindi
3 Logical Exits ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/3logicalexits.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/3logicalexits.jpeg,TV-14,,"Reda Al-Saleh, Marie Kortam, Mahdi Fleifel",Mahdi Fleifel,"Documentary, Short",,15 min,81504292,2021-10-14,"Three years after his documentary ""A Man Returned,"" filmmaker Mahdi Fleifel returns to Lebanon's Ain al-Hilweh refugee camp to visit a dear friend.",Arabic
30 Minutes or Less,Movie,2011,https://www.whats-on-netflix.com/wp-content/uploads/covers/30minutesorless.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/30minutesorless.jpeg,R,SuperHD,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson",Ruben Fleischer,"Action, Comedy, Crime",,83 min,70167074,2021-01-01,"Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.

",English
30. March ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/30march.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/30march.jpeg,TV-14,,"Ahmad El-Fishawi, Dina El Sherbiny, Khaled El-Sawi",Ahmed Khaled,"Crime, Drama, Mystery",,98 mins,81435725,2022-03-27,"A fugitive from a crime he doesn't recall committing, Ali sets out to uncover the truth with the help of his friends and finds himself in grave danger.",Arabic
3000 Nights ,Movie,2015,https://www.whats-on-netflix.com/wp-content/uploads/covers/3000nights.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/3000nights.jpeg,TV-MA,,"Maisa Abd Elhadi, Nadira Omran, Rakeen Saad",Mai Masri,Drama,,103 min,80082659,2021-10-14,"Wrongly accused, a Palestinian newlywed is incarcerated in an Israeli high-security prison and soon discovers that she's pregnant. Based on real events.",Arabic
365 Days: This Day ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/365daysthisday.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/365daysthisday.jpeg,TV-MA,,"Anna-Maria Sieklucka, Michele Morrone, Simone Susinna, Magdalena Lamparska, Otar Saralidze, Ewa Kasprzyk","Barbara Białowąs, Tomasz Mandes","Drama, Romance",,111 mins,81397576,2022-04-27,Laura and Massimo are back and stronger than ever. But Massimo's family ties and a mysterious man bidding for Laura's heart complicate the lovers' lives.,Polish
37 Seconds,Movie,2020,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTRxBUCFQV5Y8CLnv63ivfMJ8LBdWIMTKLqjswIJVHwvpyqieQCNClogXEWfXBWrCVZuRZxDQKbtMm95S9ddKzjjS4eECAGd_RfFZeMuCqXnoJ_p9eq_B04BlaPzkw.jpg,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTRxBUCFQV5Y8CLnv63ivfMJ8LBdWIMTKLqjswIJVHwvpyqieQCNClogXEWfXBWrCVZuRZxDQKbtMm95S9ddKzjjS4eECAGd_RfFZeMuCqXnoJ_p9eq_B04BlaPzkw.jpg,TV-MA,SuperHD,"Mei Kayama, Misuzu Kanno, Shunsuke Daitoh, Makiko Watanabe",Hikari,,7.3/10,115 minutes,81062369,2020-01-31,"Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",Japanese
40 Sticks,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/40sticks.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/40sticks.jpeg,TV-MA,SuperHD,"Robert Agengo, Mwaura Bilal, Andreo Kamau, Cajetan Boy, Arabron Nyyeneque, Shiviske Shivisi",Victor Gatonye,"Thriller, Crime",,92 mins,81324416,2020-11-20,"When their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.",Swahili
40 Years Young ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/40yearsyoung.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/40yearsyoung.jpeg,TV-MA,,"Erick Elías, Adal Ramones, Gaby Espino, Ximena Gonzalez-Rubio, Sonia Couoh, Antonio Fortier ",Pietro Loprieno,Comedy,,81 min,81423174,2022-05-04,"After learning a bitter truth, a chef joins his best friend and restaurant partner in a culinary competition in Cancún to reignite his zest for life.",Spanish
40-Love ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/40love.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/40love.jpeg,TV-MA,,"Jasjit Williams, Katerina Tannenbaum, Alena Savostikova",Fred Wolf,"Comedy, Sport",,98 min,81597926,2022-05-01,A statistics whiz sets out on a cross-country road trip in hope of helping a popular tennis star win an upcoming tournament.,English
4L,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVwQ1qa1B7niLSdwqdkMaPVCWpoUD65dvQdVsIpOCplimYacLKnbgQxie1BWAdjMzP6vneMyC4m7suD1UfJQ1RrtD0PJQBvjQNU2Slg-XyUDWcGWm9s-UsitV2Egxg.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVwQ1qa1B7niLSdwqdkMaPVCWpoUD65dvQdVsIpOCplimYacLKnbgQxie1BWAdjMzP6vneMyC4m7suD1UfJQ1RrtD0PJQBvjQNU2Slg-XyUDWcGWm9s-UsitV2Egxg.jpg,TV-MA,SuperHD,"Jean Reno, Hovik Keuchkerian, Susana Abaitua, Juan Dos Santos",Gerardo Olivares,,5.9/10,105 minutes,80221109,2019-07-12,"Hoping to reunite with a dying friend, two longtime pals re-create their desert road trip from Spain to Mali, bringing along his estranged daughter.",Spanish
4th Republic ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/4threpublic.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/4threpublic.jpeg,TV-MA,SuperHD,"Kate Henshaw-Nuttal, Enyinna Nwigwe, Linda Ejiofor, Yakubu Mohammed, Bimbo Manuel, Sani Mu\'azu",Ishaya Bako,"Nollywood, Political, Thriller",0,119 mins,81049899,2020-06-13,"After the election-night murder of her campaign manager at a polling site, a gubernatorial candidate challenges the corrupt incumbent's victory.",English
5 Star Christmas,Movie,2018,https://occ-0-1722-1723.1.nflxso.net/art/73081/5b071184cf24f845f1fc2fc2eebdc5057b973081.jpg,https://occ-0-1722-1723.1.nflxso.net/art/73081/5b071184cf24f845f1fc2fc2eebdc5057b973081.jpg,TV-14,SuperHD,"Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka",Marco Risi,,4.5/10,95 minutes,81016408,2018-12-07,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.",Italian
6 Balloons,Movie,2018,https://occ-0-114-116.1.nflxso.net/art/b5d1c/460f506f3e58719a3cd067e35d24df0aa66b5d1c.jpg,https://occ-0-114-116.1.nflxso.net/art/b5d1c/460f506f3e58719a3cd067e35d24df0aa66b5d1c.jpg,TV-MA,SuperHD,"Abbi Jacobson, Dave Franco, Jane Kaczmarek, Tim Matheson",Marja Lewis Ryan,,5.8/10,75 minutes,80130625,2018-04-06,A loyal sister struggles to stay afloat while driving her heroin-addicted brother to a detox center and looking after his 2-year-old daughter.,English
