title,type,titlereleased,image_landscape,image_portrait,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,language
The Discovery,Movie,2017,https://occ-0-116-114.1.nflxso.net/art/32897/427686b7fcf434067837c5d0f9e6b08fe1c32897.jpg,https://occ-0-116-114.1.nflxso.net/art/32897/427686b7fcf434067837c5d0f9e6b08fe1c32897.jpg,TV-MA,SuperHD,"Jason Segel, Rooney Mara, Robert Redford, Riley Keough",Charlie McDowell,,6.3/10,102 minutes,80115857,2017-03-31,"A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman.",English
The Do-Over,Movie,2016,https://occ-0-114-116.1.nflxso.net/art/0d919/283c04f519f4aca874c83b52864ac50dec50d919.jpg,https://occ-0-114-116.1.nflxso.net/art/0d919/283c04f519f4aca874c83b52864ac50dec50d919.jpg,TV-MA,SuperHD,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",Steve Brill,,5.7/10,108 minutes,80063265,2016-05-27,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,English
The Doll,Movie,2016,https://occ-0-1722-1723.1.nflxso.net/art/0107b/cd635f32948c557593eb1f2b066966a1eb60107b.jpg,https://occ-0-1722-1723.1.nflxso.net/art/0107b/cd635f32948c557593eb1f2b066966a1eb60107b.jpg,TV-MA,SuperHD,"Shandy Aulia, Denny Sumargo, Sara Wijayanto, Vitta Mariana Barrazza",Rocky Soraya,,5.4/10,106 minutes,81044856,2019-01-15,"Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films.",Indonesian
The Doll 2,Movie,2017,https://occ-0-1722-1723.1.nflxso.net/art/5136e/6e782d21fbd8c62ba2b7dbcfadc90605ecc5136e.jpg,https://occ-0-1722-1723.1.nflxso.net/art/5136e/6e782d21fbd8c62ba2b7dbcfadc90605ecc5136e.jpg,TV-MA,SuperHD,"Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta",Rocky Soraya,,5.3/10,116 minutes,81044857,2019-01-15,"A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films.",Indonesian
The Door into Summer ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/thedoorintosummer.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thedoorintosummer.jpeg,TV-PG,,"Naohito Fujiki, Kenta Hamano, Taizô Harada",Takahiro Miki,Sci-Fi,,118 min,81517003,2021-12-28,"A pioneering roboticist awakens in 2025 after decades in cryosleep. To change the past and reunite with his adopted sister, he seeks a way back to 1995.",Japanese
The Dreamlife of Georgie Stone ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/thedreamlifeofgeorgiestone.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thedreamlifeofgeorgiestone.jpeg,PG,,"Georgie Stone, Rebekah Robertson, Greg Stone",Maya Newell,"Documentary, Short, Biography",,27 min,81442970,2022-09-22,"Sharing her journey from child to teen activist, Georgie Stone looks back at her life and historic fight for transgender rights in this documentary.",English
The Drug King,Movie,2018,https://occ-0-1723-1722.1.nflxso.net/art/a89eb/3f1c317bfb996b49b72ffa16b7168d22fc3a89eb.jpg,https://occ-0-1723-1722.1.nflxso.net/art/a89eb/3f1c317bfb996b49b72ffa16b7168d22fc3a89eb.jpg,TV-MA,SuperHD,"Song Kang-ho, Cho Jung-seok, Bae Doona, Kim So-jin",Woo Min-ho,,6.1/10,138 minutes,80236133,2019-02-21,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.,Korean
The Edge of Democracy,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRXDAqq6bmyYM1f0goalkWedlfc3TkA7htKj0j4mJQCZtT2gs4zuIMwcdLWF1PKwsA2lPRKD5RkfORHXxy_1JEuCjnF7Ut8UcaBEkPyHY3w62zZIa7wq.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRXDAqq6bmyYM1f0goalkWedlfc3TkA7htKj0j4mJQCZtT2gs4zuIMwcdLWF1PKwsA2lPRKD5RkfORHXxy_1JEuCjnF7Ut8UcaBEkPyHY3w62zZIa7wq.jpg,TV-14,SuperHD,,Petra Costa,,7.1/10,121 minutes,80190535,2019-06-19,Political documentary and personal memoir collide in this exploration into the complex truth behind the unraveling of two Brazilian presidencies.,Portuguese
The Elephant Whisperers ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/theelephantwhisperers.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theelephantwhisperers.jpeg,PG,,N/A,Kartiki Gonsalves,"Documentary, Short",,41 min,81312835,2022-12-09,"Bomman and Bellie, a couple in south India, devote their lives to caring for an orphaned baby elephant named Raghu, forging a family like no other.",Tamil
The Emigrant,Movie,1994,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe2myr5GsJIMWKPtI667LZ088MrGPgHPQkIDVvuWrBdIS52Ew3RU8tcrHgX36uuHNqE-bLyV4CHPWqiSAxsYN5e9dnCN.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABe2myr5GsJIMWKPtI667LZ088MrGPgHPQkIDVvuWrBdIS52Ew3RU8tcrHgX36uuHNqE-bLyV4CHPWqiSAxsYN5e9dnCN.jpg,TV-14,SuperHD,"Youssra, Khaled Nabawy, Mahmood Hemaidah, Michel Piccoli",Youssef Chahine,Drama,6.6/10,129 min,70000117,2020-06-18,Ram leaves the nomadic life and embarks on a quest for knowledge in a pharaonic Egypt mired in political intrigue. Based on a biblical story.,Arabic
The End ,Movie,2019,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/9pS1daC2n6UGc3dUogvWIPMR_OU/AAAABRqnldgzqhsjJxRnmPC2iRvn0ejeX8qcibDq_qonPbUSY-aBJaGhsKnUgylN7xqMUn_df71n_kl2GcH_MBPMpsSTYCDxEfJmErRA20e3h8fXS2-Y.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/9pS1daC2n6UGc3dUogvWIPMR_OU/AAAABRqnldgzqhsjJxRnmPC2iRvn0ejeX8qcibDq_qonPbUSY-aBJaGhsKnUgylN7xqMUn_df71n_kl2GcH_MBPMpsSTYCDxEfJmErRA20e3h8fXS2-Y.jpg,TV-14,SuperHD,"Ebrahim Al-Sheakhli, Meshaal Alfarhan, Mohammed Alhmly, Abdullah Alkhader",Mohammed Alhmly,"Action, Adventure, Comedy, Crime",5.7/10,94 min,81252512,2020-05-17,"A wrongly accused man is pursued by a dogged investigator in this action-comedy featuring car chases, dark humor and more than a few vampires.",Arabic
The End of Evangelion,Movie,1997,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABec_IKiYCVcA1pOg_TGOUyTL6kISxynnIBZ7ckbv9V_qHP6opiQMdJyWuQY3EV7IIoLKA64baKoSGGqYJEuanOfDeOkuop_lIQ.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABec_IKiYCVcA1pOg_TGOUyTL6kISxynnIBZ7ckbv9V_qHP6opiQMdJyWuQY3EV7IIoLKA64baKoSGGqYJEuanOfDeOkuop_lIQ.jpg,TV-MA,SuperHD,"Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura","Hideaki Anno, Kazuya Tsurumaki",,8.1/10,87 minutes,60024788,2019-06-21,"Seele orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can trigger Third Impact and Instrumentality under his control.",Japanese
The Endless Trench ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/theendlesstrench.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theendlesstrench.jpeg,TV-MA,SuperHD,"Antonio de la Torre, Belén Cuesta, Vicente Vergara, José Manuel Poga","Aitor Arregi, Jon Garaño, Jose Mari Goenaga",Drama,,147 min,80242912,2020-11-06,"Fearing retribution, a Republican from the Spanish Civil War hides in his home for more than 30 years with the help of his wife. Based on true events.",Spanish
The Entitled ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/theentitled.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theentitled.jpeg,TV-MA,,"Andrea Abaya, Melai Cantiveros, JC De Vera",Theodore Boborol,"Comedy, Drama, Romance",,90 min,81597575,2022-07-29,"After learning her estranged father is a hotel mogul, Belinda bumbles her way through a new, sophisticated lifestyle with the help of a charming lawyer.",Filipino
The Envelope ,Movie,2018,https://www.whats-on-netflix.com/wp-content/uploads/covers/theenvelope.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theenvelope.jpeg,TV-14,,"Ayoub Bombwe, Cathryn Credo, Godliver Gordian",Jordan Riber,Drama,,85 min,81505041,2021-12-31,"After a retired athlete-turned-politician takes a bribe that betrays his friends, family and community, he travels the relentless road to redemption.",Swahili
The F**k-It List ,Movie,2019,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQo8S3r36s1SmhWiLZTKQA6tRjWwHKuTaB7l564151_DvongKajKGBRz9qRtA6Lte1G-5A5kQZt2k-CirlcwAJxHmN-6.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQo8S3r36s1SmhWiLZTKQA6tRjWwHKuTaB7l564151_DvongKajKGBRz9qRtA6Lte1G-5A5kQZt2k-CirlcwAJxHmN-6.jpg,TV-MA,SuperHD,"Eli Brown, Madison Iseman, Marcus Scribner, Jerry O\'Connell, Karan Brar, Tristan Lake Leabu",,Comedy,,103 mins,81231351,2020-07-01,"After a prank blows up a studious high school senior's life, he shares a list of certain things he wishes he'd done differently -- and maybe still can.",English
THE FABLE ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefable.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefable.jpeg,TV-MA,,"Jun\'ichi Okada, Fumino Kimura, Mizuki Yamamoto",Kan Eguchi,"Action, Comedy",,123 min,81418329,2021-11-17,"An elite gun-for-hire is forced to lay low and not kill anyone for a year, but underworld figures start to threaten his newly calm and quiet life.",Japanese
THE FABLE: The Killer Who Doesn't Kill ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefablethekillerwhodoesntkill.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefablethekillerwhodoesntkill.jpeg,TV-MA,,"Masanobu Andô, Manami Hashimoto, Yurina Hirate",Kan Eguchi,"Action, Comedy, Mystery",,133 min,81507232,2021-11-17,"While trying to live a normal life, a deadly assassin must somehow protect a young woman and confront a man bent on revenge -- without killing anyone!",Japanese
The Falls,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefalls.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefalls.jpeg,TV-14,,"Alyssa Chia, Gingle Wang, Lee-zen Lee",Mong-Hong Chung,Drama,,129 min,81554002,2022-01-29,"After having to quarantine together during COVID-19, a mother and daughter are forced to confront their personal obstacles and relationship tensions.",Chinese
The Father Who Moves Mountains (Tata mută muntii) ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefatherwhomovesmountainstatamutmuntii.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefatherwhomovesmountainstatamutmuntii.jpeg,TV-MA,,"Adrian Titieni, Elena Purea, Judith State",Daniel Sandu,"Drama, Thriller",,108 min,81174182,2021-09-17,"When his son goes missing during a snowy hike in the mountains, a retired intelligence officer will stop at nothing -- and risk everything -- to find him.",Romanian
The Festival of Troubadours,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefestivaloftroubadours.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefestivaloftroubadours.jpeg,TV-MA,,"Kivanç Tatlitug, Settar Tanriögen, Pinar Göktas",Özcan Alper,Drama,,102 min,81334951,2022-09-02,An unexpected reunion between a traveling musician and his son opens old wounds as the two set out on a long journey to a troubadour festival.,Turkish
The Figo Affair: The Transfer that Changed Football ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefigoaffairthetransferthatchangedfootball.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefigoaffairthetransferthatchangedfootball.jpeg,TV-MA,,Luis Figo,"Ben Nicholas, David Tryhorn","Documentary, Sport",,105 min,81386989,2022-08-25,This documentary spotlights one of the most contentious deals in football history and the extraordinary player at the center of the storm: Luís Figo.,English
The Figurine (Araromire),Movie,2009,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcrdgzcxRT1wSpIs2MU8Y_8Eqm-WtAfA3T573Lx-iHyBIltFmBHuUogyefX0FTDnspXvuiCYcSEl2pIlHJrBxPv3W7yj.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcrdgzcxRT1wSpIs2MU8Y_8Eqm-WtAfA3T573Lx-iHyBIltFmBHuUogyefX0FTDnspXvuiCYcSEl2pIlHJrBxPv3W7yj.jpg,TV-14,SuperHD,"Ramsey Nouah, Omoni Oboli, Kunle Afolayan, Funlola Aofiyebi",Kunle Afolayan,"Horror Movies
                  International Movies
                  Thrillers",4.5/10,121 minutes,81165772,2019-10-01,"When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them -- until luck starts running out.",English
The Fisherman's Diary ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefishermansdiary.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefishermansdiary.jpeg,TV-MA,,"Cosson Chinopoh, Faith Fidel, Onyama Laura, Prince Sube Mayorchu",Enah Johnscott,Drama,,143 min,81412186,2021-04-04,"Inspired by Nobel Peace Prize winner Malala Yousafzai, a young girl defies the expectations of her father and village to pursue an education",English
The Flower of Aleppo ,Movie,2016,https://www.whats-on-netflix.com/wp-content/uploads/covers/theflowerofaleppo.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theflowerofaleppo.jpeg,TV-MA,,"Hind Sabri, Hichem Rostom, Badis Behi",Ridha Behi,"Action, Drama, War",,90 min,81585959,2022-05-19,"Desperate to free her son from the clutches of Islamist extremism, a Tunisian mother poses as a terrorist recruit and travels to Syria to find him.",Arabic
The Foreigner,Movie,2017,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcTjZCyqFFoLBClowiPIOA-9lleY3DIRXJsAh6qZytx0wOvk66JQiXimyiGPRsoyGfnR24Sti1OMC77oNU02lwg3vtXo.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABcTjZCyqFFoLBClowiPIOA-9lleY3DIRXJsAh6qZytx0wOvk66JQiXimyiGPRsoyGfnR24Sti1OMC77oNU02lwg3vtXo.jpg,R,SuperHD,"Jackie Chan, Pierce Brosnan, Orla Brady, Dermot Crowley",Martin Campbell,,7.0/10,113 minutes,80185765,2020-02-01,"After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance.",English
The Forest,Movie,2016,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRHPAje19Z1VMpGMDPX8ADNVpJTHC692i_6_PiuiMpS3c5ON_Kh690M1shq_RAYcQ9VP_T-LTQBXVYxOBNhTZXR0BAbL.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRHPAje19Z1VMpGMDPX8ADNVpJTHC692i_6_PiuiMpS3c5ON_Kh690M1shq_RAYcQ9VP_T-LTQBXVYxOBNhTZXR0BAbL.jpg,PG-13,SuperHD,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken",Jason Zada,,4.8/10,93 minutes,80049282,2020-02-16,"A young woman conducts a search for her twin sister, who disappeared in a notorious area of Japan known as the Suicide Forest.",English
The Forest of Love,Movie,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABc1jk0WSF3TwSGxRAXLgQ0HGoE1Tpz5R4F2jXl1LWX-JMOAAKGUjbIAfHgFS7po-4yoJykyCOOKSHRuOoWUXcmadQJBWh3jG_ujlPh3AgYSxnmWoBm-PEFbdNmxFJg.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABc1jk0WSF3TwSGxRAXLgQ0HGoE1Tpz5R4F2jXl1LWX-JMOAAKGUjbIAfHgFS7po-4yoJykyCOOKSHRuOoWUXcmadQJBWh3jG_ujlPh3AgYSxnmWoBm-PEFbdNmxFJg.jpg,TV-MA,SuperHD,"Kippei Shiina, Shinnosuke Mitsushima, Kyooko Hinami, Eri Kamataki",Sion Sono,,6.4/10,151 minutes,81133621,2019-10-11,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,Japanese
The Forgotten Battle,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/theforgottenbattle.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theforgottenbattle.jpeg,TV-MA,,"Gijs Blom, Jamie Flatters, Susan Radder",Matthijs van Heijningen Jr.,"Drama, War",,124 min,81166791,2021-10-15,"During WWII's crucial Battle of the Scheldt, the lives of a glider pilot, a Nazi soldier and a reluctant Resistance recruit tragically intersect.",Dutch
The Fortress ,Movie,2017,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefortress.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefortress.jpeg,TV-MA,,"Lee Byung-hun, Kim Yoon-seok, Park Hae-il",Hwang Dong-hyuk,"Action, Drama, History",,140 min,80216781,2021-11-03,"When Qing forces attack the Joseon kingdom in the 17th century, King Injo and his retainers hold their ground at Namhansanseong fortress.",Korean
The Forty-Year-Old Version ,Movie,2020,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefortyyearoldversion.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefortyyearoldversion.jpeg,R,SuperHD,"Welker White, Reed Birney, Peggy J. Scott, Peter Kim",Radha Blank,"Comedy, Drama",,129 min,80231356,2020-10-09,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper.",English
The Four of Us ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefourofus.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thefourofus.jpeg,TV-MA,,"Janina Elkin, Nilam Farooq, Paula Kalenberg",Florian Gottschick,"Comedy, Drama, Romance",,88 min,81350337,2021-10-15,"After their partner swap experiment takes a turn, four friends arrive at a remote beach hut to face the fallout and purge themselves of deeper truths.",German
The Fundamentals of Caring,Movie,2016,https://occ-0-116-114.1.nflxso.net/art/6b9e0/52f4018500143f954d59d0ef71e3882d7076b9e0.jpg,https://occ-0-116-114.1.nflxso.net/art/6b9e0/52f4018500143f954d59d0ef71e3882d7076b9e0.jpg,TV-MA,SuperHD,"Paul Rudd, Craig Roberts, Selena Gomez, Jennifer Ehle",Rob Burnett,,7.3/10,97 minutes,80097349,2016-06-24,"In this inspirational buddy comedy, a young shut-in and his caregiver take a road trip in search of landmarks, but end up finding hope and friendship.",English
The Garden of Words,Movie,2013,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABS2uIfGhfBkTDUihA3g0-jOCoApaWBHFzkXRediMNQ5vwYOvCorlNzKo_LEsz3yZMQqactijnVug2YN4ciB6kR8HzHqa.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABS2uIfGhfBkTDUihA3g0-jOCoApaWBHFzkXRediMNQ5vwYOvCorlNzKo_LEsz3yZMQqactijnVug2YN4ciB6kR8HzHqa.jpg,TV-MA,SuperHD,"Miyu Irino, Kana Hanazawa, Fumi Hirano, Takeshi Maeda",Makoto Shinkai,,7.5/10,45 minutes,70291121,2019-11-15,"When a lonely teenager skips his morning classes to sit in a lovely garden, he meets a mysterious older woman who shares his feelings of alienation.",Japanese
The Gentlemen ,Movie,2019,https://www.whats-on-netflix.com/wp-content/uploads/covers/thegentlemen.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thegentlemen.jpeg,R,,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery",Guy Ritchie,"Action, Comedy, Crime",,113 min,81178299,2022-05-01,"Making moves to sell his valuable UK cannabis empire, an American kingpin sets off a series of plots, schemes and barefaced plays for his business.",English
The Getaway King ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/thegetawayking.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/thegetawayking.jpeg,TV-MA,,"Dawid Ogrodnik, Robert Wieckiewicz, Rafal Zawierucha",Mateusz Rakowicz,"Action, Comedy, Crime",,100 min,81565223,2022-05-11,A folk-hero bandit known for his many prison breaks considers a fresh life path when he gets a new girlfriend. Based on the life of Zdzisław Najmrodzki.,Polish
The Ghost ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghost.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghost.jpeg,TV-MA,,"Kajal Aggarwal, Nagarjuna Akkineni, Gul Panag",Praveen Sattaru,"Action, Thriller",,138 min,81614454,2022-11-02,"A former agent with a troubled past unleashes his lethal skills to protect his sister and her daughter from kidnappers, rivals and death itself.",Telugu
The Ghost ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghost.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghost.jpeg,TV-MA,,"Kajal Aggarwal, Nagarjuna Akkineni, Gul Panag",Praveen Sattaru,"Action, Thriller",,138 min,81648103,2022-11-04,"A former agent with a troubled past unleashes his lethal skills to protect his sister and her daughter from kidnappers, rivals and death itself.",Hindi
The Ghost ,Movie,2007,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghost.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghost.jpeg,TV-14,,"Ahmed Ezz, Zeina, Mahmoud Abdulmoghni",Amr Arafa,"Action, Crime, Mystery",,132 min,81599086,2022-09-22,"A young man sets out to find the truth behind a murder and clear his name after he wakes up next to a dead body, unable to remember anything.",Arabic
The Ghost (Malayalam) ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghostmalayalam.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghostmalayalam.jpeg,TV-MA,,"Nagarjuna Akkineni, Sonal Chauhan, Gul Panag",Praveen Sattaru,"Action, Thriller",,138 min,81652825,2022-11-07,"A former agent with a troubled past unleashes his lethal skills to protect his sister and her daughter from kidnappers, rivals and death itself.",Malayalam
The Ghost (Tamil) ,Movie,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghosttamil.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghosttamil.jpeg,TV-MA,,"Kajal Aggarwal, Nagarjuna Akkineni, Gul Panag",Praveen Sattaru,"Action, Thriller",,138 min,81646772,2022-11-02,"A former agent with a troubled past unleashes his lethal skills to protect his sister and her daughter from kidnappers, rivals and death itself.",Tamil
The Ghost and the Tout,Movie,2018,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY7G-KM8MByvKu9z7BKxq3GAczRrD2fCp6vCgsuxw5F6dip8DOlNIk_IYsb7y2kNTdfRWU-LrOVInpjHvgv6Q8DiomJb.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY7G-KM8MByvKu9z7BKxq3GAczRrD2fCp6vCgsuxw5F6dip8DOlNIk_IYsb7y2kNTdfRWU-LrOVInpjHvgv6Q8DiomJb.jpg,TV-14,SuperHD,"Toyin Abraham, Sambasa Nzeribe, Chioma Chukwuka Akpotha, Chioma Omeruah",Charles Uwagbai,,N/A/10,99 minutes,81172755,2020-02-14,"Boisterous hustler Isla, whose life consists of brawling and drinking, acquires the ability to see ghosts, including the recently deceased Mike.",English
The Ghost and the Tout Too ,Movie,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghostandthetouttoo.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/theghostandthetouttoo.jpeg,TV-PG,,"Toyin Abraham, Osas Ighodaro, Mercy Johnson Okojie",Michael Akinrogunde,"Comedy, Fantasy",,108 min,81591156,2022-07-25,"Able to communicate with ghosts, a gifted woman must use her powers to help a coma patient whose spirit is trapped between life and death.",English
The Giant,Movie,2017,https://occ-0-1722-1723.1.nflxso.net/art/83115/a89d006e073c0de140b1609a11eecd61ebe83115.jpg,https://occ-0-1722-1723.1.nflxso.net/art/83115/a89d006e073c0de140b1609a11eecd61ebe83115.jpg,TV-14,SuperHD,"Joseba Usabiaga, Eneko Sagardoy, Iñigo Aranburu, Ramón Aguirre","Aitor Arregi, Jon Garaño",,6.7/10,114 minutes,80122177,2018-11-15,"In 1843, crippled Martin returns from war to his Basque hometown and finds his brother has grown into a giant, which they turn into a circus act.",Spanish
The Gift,Movie,2015,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTf1h1o1Vev5BStIKN2rbrFIYFxZLHbGAUOBdaEpCeszF8GpAuC5EzkyTkzhPBvvwdn0tSqH9XpXGse2IcEOCQVBgy8Z.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTf1h1o1Vev5BStIKN2rbrFIYFxZLHbGAUOBdaEpCeszF8GpAuC5EzkyTkzhPBvvwdn0tSqH9XpXGse2IcEOCQVBgy8Z.jpg,R,SuperHD,"Jason Bateman, Rebecca Hall, Joel Edgerton, Wendell Pierce",Joel Edgerton,,7.0/10,108 minutes,80046694,2020-03-01,"Newly relocated to California, a man bumps into a former classmate who seems friendly at first, but is soon revealed to be nursing a murderous grudge.",English
The Girl Allergic to Wi-Fi,Movie,2018,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTzFPUE_8_1gtzSFBWPgh_RXKE6eJJnBnPgC6eAmsv5PL-879hhXDSVcXx3ryHeasNuYmrNf6EYN-Dm-egjklTkPedvnXy58GA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTzFPUE_8_1gtzSFBWPgh_RXKE6eJJnBnPgC6eAmsv5PL-879hhXDSVcXx3ryHeasNuYmrNf6EYN-Dm-egjklTkPedvnXy58GA.jpg,TV-MA,SuperHD,"Sue Ramirez, Jameson Blake, Markus Paterson, Angellie Saño",Jun Lana,,6.5/10,104 minutes,81144912,2019-08-21,"When an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology.",Filipino
