title,type,titlereleased,image_landscape,image_portrait,rating,quality,actors,director,category,imdb,runtime,netflixid,date_released,description,language
Iron Chef Brazil ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/ironchefbrazil.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/ironchefbrazil.jpeg,TV-MA,,Fernanda Souza,N/A,"Game-Show, Reality-TV",,51 minsRising culinary talents battle Brazil\'s best chefs to be named Iron Legend in this exhilarating competition hosted by Fernanda Souza and Andressa Cabral.,81487754,2022-08-10,Rising culinary talents battle Brazil's best chefs to be named Iron Legend in this exhilarating competition hosted by Fernanda Souza and Andressa Cabral.,Portuguese
Iron Chef: Mexico ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/ironchefmexico.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/ironchefmexico.jpeg,TV-MA,,"Paty Cantú, Poncho Cadena, Salvador Lam Chang",N/A,"Game-Show, Reality-TV",,56 mins,81443237,2022-09-21,Seasoned pros participate in this cooking competition against three of Mexico's finest chefs to win the mythical katana and become the Legendary Chef.,Spanish
Iron Chef: Quest for an Iron Legend ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/ironchefquestforanironlegend.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/ironchefquestforanironlegend.jpeg,TV-G,,"Alton Brown, Kristen Kish, Mark Dacascos",N/A,"Game-Show, Reality-TV",,47 mins,81224668,2022-06-15,"Iron Chef is back! In this next-level cooking competition, culinary stars compete to enter an epic finale and vie for the title of Iron Legend.",English
Is It Cake? ,TV,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/isitcake.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/isitcake.jpeg,TV-PG,,Mikey Day,,"Reality, Competition",,38 mins,81333845,2022-03-18,"Skilled cake artists create mouthwatering replicas of handbags, sewing machines and more in a mind-bending baking contest inspired by a popular meme.",English
Island of the Sea Wolves ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/islandoftheseawolves.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/islandoftheseawolves.jpeg,TV-PG,,Will Arnett,N/A,Documentary,,46 mins,81341781,2022-10-11,"Explore wild, wondrous Vancouver Island, where the ocean nurtures all life, from bald eagles who go fishing to sea wolves who swim in frigid waters.",English
It's Bruno!,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTlETm710IJhAuPNzfGVXPrNtacVBpGM7UHv3qEN49K_y5i9MlPY8k3_K61jLBibJ7JAihAZx4ClUElT-pSPntPmzmkQ-F3-Wg.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABTlETm710IJhAuPNzfGVXPrNtacVBpGM7UHv3qEN49K_y5i9MlPY8k3_K61jLBibJ7JAihAZx4ClUElT-pSPntPmzmkQ-F3-Wg.jpg,TV-MA,SuperHD,"Solvan ""Slick"" Naim, Rob Morgan, Shakira Barrera, Jade Eshete",,,7.5/10,,80999455,2019-05-17,"An old-school Brooklyn native devotes his days to caring for his adorable dog, Bruno -- and making sure the neighbors show his pooch the proper respect.",English
Itaewon Class,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUrMeE_Xa5dIxLTp6ea7lrRrTXMl_0PJ4pK6kbN4QSUvvrM3gZnbp2jzQz88_F8DC7A7An2A11qBCYhrj0jmVLBe4XS61ZPsbTZ76ccOBpqecs1Tac-J-PvED5jHb_u3notSoWGEs20oxHzKIhp6P4OhEWIaVSFuTNps4meFEA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABUrMeE_Xa5dIxLTp6ea7lrRrTXMl_0PJ4pK6kbN4QSUvvrM3gZnbp2jzQz88_F8DC7A7An2A11qBCYhrj0jmVLBe4XS61ZPsbTZ76ccOBpqecs1Tac-J-PvED5jHb_u3notSoWGEs20oxHzKIhp6P4OhEWIaVSFuTNps4meFEA.jpg,TV-MA,SuperHD,"Park Seo-jun, Kim Da-mi, Yu Jae-myeong, Kwon Na-ra",,,8.3/10,,81193309,2020-01-31,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",Korean
It's Okay to Not Be Okay ,TV,,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQc9TMz8Dswu49Z13Y8je3xJMZd8Uk-wQ58QV_PYOLe-N0UzgLGOdzuf9zkwZhFUGl7jnQTckUJ6IrULL01svsa-STPzlqcvOudeVYfEVSCBUsss6BuXQktSX5G51H9SAk__RWlFVWMJRSrTQkvcHSnOJwwngj4DcvUYBKy0KA.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQc9TMz8Dswu49Z13Y8je3xJMZd8Uk-wQ58QV_PYOLe-N0UzgLGOdzuf9zkwZhFUGl7jnQTckUJ6IrULL01svsa-STPzlqcvOudeVYfEVSCBUsss6BuXQktSX5G51H9SAk__RWlFVWMJRSrTQkvcHSnOJwwngj4DcvUYBKy0KA.jpg,TV-14,SuperHD,"Kim Soo-hyun, Seo Yea-ji, Oh Jung-se, Park Gyu-young, Kim Ju-hun, Kim Chang-wan ",,"K-Drama, Comedy",,,81243992,2020-06-21,An extraordinary road to emotional healing opens up for an antisocial children's book writer and a selfless psych ward caretaker when they cross paths.,Korean
iZombie,TV,2015,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQgW_ywfDtfPY0UB_3adf2SYz-GNg09wfz93rdeUSCyzMTZQf1VNTVEbHamooVdfW2hm1h_V70R-m9kN6q_1nHKv4vdDlyM6nkhE9JggwI_2K12-_gwxKFNpI21banB89RQ.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQgW_ywfDtfPY0UB_3adf2SYz-GNg09wfz93rdeUSCyzMTZQf1VNTVEbHamooVdfW2hm1h_V70R-m9kN6q_1nHKv4vdDlyM6nkhE9JggwI_2K12-_gwxKFNpI21banB89RQ.jpg,TV-MA,SuperHD,"Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley",,,7.9/10,,80027159,2015-10-06,A medical student-turned-zombie tries to retain her humanity by eating brains at the morgue and finds she has an uncanny new gift for solving crimes.,English
Izzy's Koala World ,TV,2020–,https://www.whats-on-netflix.com/wp-content/uploads/covers/izzyskoalaworld.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/izzyskoalaworld.jpeg,TV-Y,SuperHD,"Izzy Bee, Ali Bee, Tim Bee",N/A,"Documentary, Family",,N/A,81142848,2020-09-15,Young koala caretaker Izzy Bee and her family rescue cuddly creatures in need and help them head back into the wild on Australia's Magnetic Island.,English
J-Style Trip,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ2sOIm1znJKBBY-nWG8aTosBEbvvQiGph3fO884mnFpjHJ1wf5U0UAXyqkDC6tMNIzP6PyjbZcXOLF7bGAZXmN4co_gnEMSrg68YMuoV8TUj02_DnqiJVIupMPRVGbrCLQMtO8zjKjX70zISmmWX56q2yV2Zjiwk_HmmGXzTg.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ2sOIm1znJKBBY-nWG8aTosBEbvvQiGph3fO884mnFpjHJ1wf5U0UAXyqkDC6tMNIzP6PyjbZcXOLF7bGAZXmN4co_gnEMSrg68YMuoV8TUj02_DnqiJVIupMPRVGbrCLQMtO8zjKjX70zISmmWX56q2yV2Zjiwk_HmmGXzTg.jpg,TV-14,SuperHD,"Jay Chou, Jam Hsiao, JJ Lin, Will Tsai",,,5.2/10,,81216119,2020-03-21,Megastar Jay Chou joins his A-list friends in this globe-trotting variety show packed with music and magic tricks.,Mandarin
Jack Whitehall: Travels with My Father,TV,2017,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQSbErrR9vivP_LLuiZdo4RCeZfFPl81m0zVQM2_nVorM3yxUeXRh4mSonlAEE3V_pKqp1Jjh16s-1nDQJQazj0O2qFIpt9Xfg1NBFaQupDAcW_ypc5KqpJnvBCoeqP83kF2VGOLuI18wNjKNoCddiVr8uxs728.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABQSbErrR9vivP_LLuiZdo4RCeZfFPl81m0zVQM2_nVorM3yxUeXRh4mSonlAEE3V_pKqp1Jjh16s-1nDQJQazj0O2qFIpt9Xfg1NBFaQupDAcW_ypc5KqpJnvBCoeqP83kF2VGOLuI18wNjKNoCddiVr8uxs728.jpg,TV-MA,SuperHD,"Jack Whitehall, Michael Whitehall",,,7.7/10,,80186848,2017-09-22,"Jovial comic Jack Whitehall and his stuffy father, Michael, take unusual and amusing trips to foreign lands in an attempt to strengthen their bond.",English
Jaguar ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/jaguar.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/jaguar.jpeg,TV-MA,,"Blanca Suárez, Iván Marcos, Francesc Garrido",N/A,"Drama, History",,42 mins,81122682,2021-09-22,"In the 1960s, a Holocaust survivor joins a group of self-trained spies who seek justice against Nazis fleeing to Spain to hide after WWII.",Spanish
Jailbirds,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdgiG5XBGUphuf45E-or_QonrOwvfjFEsf29FvXUhuKUwGtHKhvGWrf06TD54fFbxAg7P4AwK_U1dS1gZioAw4MmOElWKDbhP86HgUFxHXDqNJNLL2Le.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdgiG5XBGUphuf45E-or_QonrOwvfjFEsf29FvXUhuKUwGtHKhvGWrf06TD54fFbxAg7P4AwK_U1dS1gZioAw4MmOElWKDbhP86HgUFxHXDqNJNLL2Le.jpg,TV-MA,SuperHD,,,,7.2/10,,80216756,2019-05-10,"At the Sacramento County Jail, incarcerated women fight the power and one another as they try to make the best of life -- and love -- on the inside.",English
Jailbirds New Orleans ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/jailbirdsneworleans.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/jailbirdsneworleans.jpeg,TV-MA,,N/A,N/A,Reality-TV,,41 mins,81250179,2021-09-24,"Feuds, flirtations and toilet talk go down among the incarcerated women at the Orleans Justice Center in New Orleans on this gritty reality series.",English
James Acaster: Repertoire,TV,2018,https://occ-0-114-116.1.nflxso.net/art/d0c7d/6ac6543d5b2a3e2363bdb2149cea03f13a4d0c7d.jpg,https://occ-0-114-116.1.nflxso.net/art/d0c7d/6ac6543d5b2a3e2363bdb2149cea03f13a4d0c7d.jpg,TV-14,SuperHD,James Acaster,Dan Lucchesi,,8.4/10,,80213803,2018-03-27,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",English
Jamtara - Sabka Number Ayega,TV,2020,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVWC06OILTLolRh05dHJLqyI09q3eIgNqtXTm3Nx877PQsImsmx23F0Wu6RCjePvVi_JH2ZA_YkOAJMz7Rv-oEIkK8d_kbx3HSzuUNaXEd95rxyzWzmpwwn5EQTtLA.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVWC06OILTLolRh05dHJLqyI09q3eIgNqtXTm3Nx877PQsImsmx23F0Wu6RCjePvVi_JH2ZA_YkOAJMz7Rv-oEIkK8d_kbx3HSzuUNaXEd95rxyzWzmpwwn5EQTtLA.jpg,TV-MA,SuperHD,"Amit Sial, Dibyendu Bhattacharya, Aksha Pardhasany, Sparsh Shrivastava",Soumendra Padhi,,7.4/10,,81183491,2020-01-10,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",Hindi
Jane The Virgin,TV,2014,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABT9xO8HIIkIfJ6N0qjmmaJY1HBMomqTnDoJvpfzzfyQP-w1EB53UWn6Lm9nQ-1BgzrQg4eBvm7tE5msyzckXdGUwsu1vfUXWb0Xk4z9y3KZwmabjAxxCZ4erDrc4MEi77ww.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABT9xO8HIIkIfJ6N0qjmmaJY1HBMomqTnDoJvpfzzfyQP-w1EB53UWn6Lm9nQ-1BgzrQg4eBvm7tE5msyzckXdGUwsu1vfUXWb0Xk4z9y3KZwmabjAxxCZ4erDrc4MEi77ww.jpg,TV-14,SuperHD,"Gina Rodriguez, Andrea Navedo, Justin Baldoni, Yael Grobglas",,,7.8/10,,80027158,2015-10-12,"After vowing to remain chaste until marriage, Jane Villanueva learns she's pregnant due to a medical slip-up and has to rethink her future.",English
Japan Sinks: 2020 ,TV,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXcWTfTWQRIpQkR-FO3CIPKJHW5AhRLz5xx2qpjxYf9FUV2Se7ppxIrTJ2yh-ko8goskl2HAuJq3cpnDCBn8kRE76SfZIZRrvbtRoB0dmgLpf2ztGmqpqfDDOxSu5Q.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXcWTfTWQRIpQkR-FO3CIPKJHW5AhRLz5xx2qpjxYf9FUV2Se7ppxIrTJ2yh-ko8goskl2HAuJq3cpnDCBn8kRE76SfZIZRrvbtRoB0dmgLpf2ztGmqpqfDDOxSu5Q.jpg,TV-MA,SuperHD,"Reina Ueda, Masaki Terasoma, Yûko Sasaki, Tomomi Muranaka",,"Animation, Adventure, Drama, Sci-Fi",,,80993018,2020-07-09,"After catastrophic earthquakes devastate Japan, one family's resolve is tested on a journey of survival through the sinking archipelago.",Japanese
JAPAN SINKS: People of Hope,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/japansinkspeopleofhope.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/japansinkspeopleofhope.jpeg,TV-PG,,"Shun Oguri, Kenichi Matsuyama, Anne, Eiji Wentz, Anne Nakamura, Jun Kunimura",N/A,Drama,,68 mins,81477445,2021-10-11,"In 2023, with the Kanto region threatened by catastrophic sea level rise, bureaucrats and reporters are caught between corruption, panic and the truth.",Japanese
jeen-yuhs: A Kanye Trilogy ,TV,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/jeenyuhsakanyetrilogy.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/jeenyuhsakanyetrilogy.jpeg,N/A,,"Jay-Z, Ye","Coodie, Chike Ozah","Documentary, Music",,270 min,81426972,2022-02-16,"The lives of an emerging superstar and a filmmaker intertwine in this intense, intimate docuseries charting Kanye West's career, filmed over two decades.",English
Jeff Dunham: Unhinged in Hollywood,TV,2015,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXCsyza1Gzv4mJYVwT94yIgS0jc3fo3OHO0YyPpGQYgYsI_OHe56s7CyZ81_0aqGNTgPHxNqII-RBhRxUYTmW-vg2aII.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABXCsyza1Gzv4mJYVwT94yIgS0jc3fo3OHO0YyPpGQYgYsI_OHe56s7CyZ81_0aqGNTgPHxNqII-RBhRxUYTmW-vg2aII.jpg,TV-MA,SuperHD,Jeff Dunham,Michael Simon,,6.6/10,70 minutes,81084305,2020-01-01,Unfiltered ventriloquist Jeff Dunham brings his ragtag crew of puppet pals to Hollywood for big laughs about celebrity culture and California living.,English
Jeffrey Epstein: Filthy Rich ,TV,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWDV0TIP5F2H6oo4zp0ZaNnR3cOJKlVDPwmIYM7SAL5E5dBGBXeDWnOjxRm4DuSF1AgHpcfr5UNYVLlInbI5hRDcM1HXsuxntTa0zO2IcrfgPVDQC6GC_Y94_OKCQw.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWDV0TIP5F2H6oo4zp0ZaNnR3cOJKlVDPwmIYM7SAL5E5dBGBXeDWnOjxRm4DuSF1AgHpcfr5UNYVLlInbI5hRDcM1HXsuxntTa0zO2IcrfgPVDQC6GC_Y94_OKCQw.jpg,TV-MA,SuperHD,Jeffrey Epstein,,Documentary,7.2/10,,80224905,2020-05-27,Stories from survivors fuel this docuseries examining how convicted sex offender Jeffrey Epstein used his wealth and power to carry out his abuses.,English
Jenni Rivera: Mariposa de Barrio ,TV,2017–,https://www.whats-on-netflix.com/wp-content/uploads/covers/jenniriveramariposadebarrio.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/jenniriveramariposadebarrio.jpeg,TV-MA,SuperHD,"Gabriel Porras, Rosalinda Rodríguez, Angélica Celaya, Adrian Carvajal",N/A,"Drama, Musical",,45 min,80216376,2021-01-01,This drama follows Mexican-American singer Jenni Rivera's unlikely rise from suicidal pregnant teen and abused wife to banda superstar.,Spanish
Jezebel,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbEI7YED4knzZv_HtTPG736b6BrM3qDBlD-rOIWptpGkg5GiK1U-VBB9gz0GeWtVuYGShBe_90I6dVcvaCb8KbIA8mEW.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABbEI7YED4knzZv_HtTPG736b6BrM3qDBlD-rOIWptpGkg5GiK1U-VBB9gz0GeWtVuYGShBe_90I6dVcvaCb8KbIA8mEW.jpg,TV-MA,SuperHD,"Tiffany Tenille, Numa Perrier, Stephen Barrington, Bobby Field",Numa Perrier,,6.5/10,86 minutes,81235729,2020-01-16,"During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond.",English
Jim Gaffigan: Beyond the Pale,TV,2005,https://occ-0-116-114.1.nflxso.net/art/5f6b9/25c315ea062de4a08803260a59dfc488c365f6b9.jpg,https://occ-0-116-114.1.nflxso.net/art/5f6b9/25c315ea062de4a08803260a59dfc488c365f6b9.jpg,TV-14,SD,Jim Gaffigan,Michael Drumm,,8.0/10,71 minutes,70044256,2016-08-11,"Comedian Jim Gaffigan cuts loose on a variety of topics, including Hot Pockets, holidays, Catholicism and his favorite activity: doing nothing.",English
Jim Gaffigan: Mr. Universe,TV,2012,https://occ-0-116-114.1.nflxso.net/art/53e70/0c91b8b837e57a73d8e92ed4f2f9ae22a2b53e70.jpg,https://occ-0-116-114.1.nflxso.net/art/53e70/0c91b8b837e57a73d8e92ed4f2f9ae22a2b53e70.jpg,TV-14,SuperHD,Jim Gaffigan,Jay Karas,,7.8/10,77 minutes,70237054,2016-08-11,"Funnyman Jim Gaffigan offers up his unique take on everything from Disney World to overweight whales in this live show from Washington, D.C.",English
Jim Jefferies : BARE,TV,2014,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRiP9A2U08k4-gecMuOYV_a6zX1uwfblKTH1RCXHzruBGfVRKG8x2K2pnaUnS0I6pRF3iyJ2IeDywAxGJ8mcXEL2eFbSeKszmqt-dcotaG-RGnOm5bCtGklbvb_k_A.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABRiP9A2U08k4-gecMuOYV_a6zX1uwfblKTH1RCXHzruBGfVRKG8x2K2pnaUnS0I6pRF3iyJ2IeDywAxGJ8mcXEL2eFbSeKszmqt-dcotaG-RGnOm5bCtGklbvb_k_A.jpg,TV-MA,SuperHD,Jim Jefferies,Shannon Hartman,,8.1/10,76 minutes,80002621,2014-08-29,"Nothing is sacred in this show from Australian comic Jim Jefferies, whether it’s the mother of his child, auditioning disabled actors, or gun control.",English
Jimmy Savile: A British Horror Story ,TV,2022,https://www.whats-on-netflix.com/wp-content/uploads/covers/jimmysavileabritishhorrorstory.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/jimmysavileabritishhorrorstory.jpeg,TV-MA,,N/A,Rowan Deacon,"Documentary, Crime",,120 mins,81520549,2022-04-06,TV star Jimmy Savile charmed a nation with his eccentricity and philanthropy. But sexual abuse allegations expose a shocking unseen side of his persona.,English
Jimmy: The True Story of a True Idiot,TV,2018,https://occ-0-114-116.1.nflxso.net/art/31013/0090ea3ec68408b3a8ce1d5839f8cef578a31013.jpg,https://occ-0-114-116.1.nflxso.net/art/31013/0090ea3ec68408b3a8ce1d5839f8cef578a31013.jpg,TV-MA,SuperHD,"Akiyoshi Nakao, Tetsuji Tamayama, Hiroyuki Onoue, Shinji Rokkaku",,,6.4/10,,80138672,2018-07-20,"In the 1980s, a simple-minded fool named Hideaki meets comedy legend Sanma, changes his name to Jimmy and becomes a comedic superstar.",Japanese
Jinn,TV,2019,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABflXgN5Mv6mMxCR0tsi0dQrx_K5s89ZlDKX19toV4QqWUOP3m8d-JcesfEyzDTsktcPRIW5xavEDb87bMl_7QW1u-YSE52tNadnzTzaPTgRg-ME8ZV82.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABflXgN5Mv6mMxCR0tsi0dQrx_K5s89ZlDKX19toV4QqWUOP3m8d-JcesfEyzDTsktcPRIW5xavEDb87bMl_7QW1u-YSE52tNadnzTzaPTgRg-ME8ZV82.jpg,TV-MA,SuperHD,"Salma Malhas, Sultan Alkhail, Hamzeh Okab, Aysha Shahaltough",,,3.5/10,,80220816,2019-06-13,"A field trip to Petra causes two jinns -- one good, the other evil -- to enter the human realm, turning high school into a supernatural battleground.",English
Jiva! ,TV,2021–,https://www.whats-on-netflix.com/wp-content/uploads/covers/jiva.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/jiva.jpeg,TV-MA,,"Noxolo Dlamini, Candice Modiselle, Sne Mbatha, Stella Dlangalala, Zazi Kunene, Ntuthuzelo Grootboom",N/A,Drama,,N/A,81173658,2021-06-24,"A talented street dancer from Umlazi, Durban must confront her fears and deal with family objections to pursue her dancing dreams.",English
Jo Koy: Live from Seattle,TV,2017,https://occ-0-114-116.1.nflxso.net/art/b29a5/e381d265cbcc15b5fe34e088e2cf1fb2cf7b29a5.jpg,https://occ-0-114-116.1.nflxso.net/art/b29a5/e381d265cbcc15b5fe34e088e2cf1fb2cf7b29a5.jpg,TV-MA,UltraHD,Jo Koy,Shannon Hartman,,7.1/10,62 minutes,80134826,2017-03-28,"Between raising a teenage boy and growing up with a Filipino mother, stand-up comic Jo Koy has been through a lot. He's here to tell you all about it.",English
John of God: The Crimes of a Spiritual Healer ,TV,2021,https://www.whats-on-netflix.com/wp-content/uploads/covers/johnofgodthecrimesofaspiritualhealer.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/johnofgodthecrimesofaspiritualhealer.jpeg,TV-MA,,,"Mauricio Dias, Tatiana Villela","Documentary, Crime",,50 mins,81103570,2021-08-25,"Idolized medium João Teixeira de Faria rises to international fame before horrifying abuse is revealed by survivors, prosecutors and the press.",Portuguese
Johnny Hallyday: Beyond Rock ,TV,2022–,https://www.whats-on-netflix.com/wp-content/uploads/covers/johnnyhallydaybeyondrock.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/johnnyhallydaybeyondrock.jpeg,TV-14,,Johnny Hallyday,"Alexandre Danchin, Jonathan Gallaud","Documentary, Music",,N/A,81203371,2022-03-29,Johnny Hallyday in his own words. This intimate docuseries explores the life and career of France's rock icon through archival film and interviews.,French
Johnny Test ,TV,2005–2014,https://www.whats-on-netflix.com/wp-content/uploads/covers/johnnytest.jpeg,https://www.whats-on-netflix.com/wp-content/uploads/covers/johnnytest.jpeg,TV-Y7,,"James Arnold Taylor, Maryke Hendrikse, Lee Tockar",N/A,"Animation, Action, Adventure",,30 min,81193032,2021-07-16,"How much trouble could one imaginative boy, his faithful dog and two science-loving sisters possibly get into? Hmm, that sounds like a challenge!",English
Johnny Test,TV,2005,https://occ-0-116-114.1.nflxso.net/art/4bfda/2ad1980969665d5cced2f32fe580186a9f24bfda.jpg,https://occ-0-116-114.1.nflxso.net/art/4bfda/2ad1980969665d5cced2f32fe580186a9f24bfda.jpg,TV-PG,SuperHD,"James Arnold Taylor, Louis Chirillo, Maryke Hendrikse, Ashleigh Ball",,Kids' TV,4.6/10,,70155579,2018-06-01,Crafty 11-year-old Johnny Test and his genetically modified talking dog go on high-octane adventures to save his family (and the world) from disaster.,English
JoJo's Bizarre Adventure,TV,2012,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRL9CgixjTEzI-QIW0h-rENdLpZwXuD9MJBi-xfGKt4wKHHs0AFigOkrV9ZWmGnOyEZ9Q1NFdPj5A-rX8kbcJDAfCd3_KlHSI8nLNQ6cGev5KT5qaBiLLBSoHOBoSnYIfoM.jpg,https://occ-0-1723-1722.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRL9CgixjTEzI-QIW0h-rENdLpZwXuD9MJBi-xfGKt4wKHHs0AFigOkrV9ZWmGnOyEZ9Q1NFdPj5A-rX8kbcJDAfCd3_KlHSI8nLNQ6cGev5KT5qaBiLLBSoHOBoSnYIfoM.jpg,TV-MA,SuperHD,"Kazuyuki Okitsu, Tomokazu Sugita, Daisuke Ono, Unsho Ishizuka",,,8.4/10,,80179831,2019-03-08,Multiple generations of the Joestar family -- all with the same nickname -- confront supernatural villains through a series of time periods.,Japanese
JU-ON: Origins ,TV,2020,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVRBWLgRTzBiQldb9gtkE-NmTBG0te4vxaJNrJ1JhVYmiQB-VefgaZWXPOgE8TgGWoE6cw5toJK-Ml0JwzaxjgfBPdcQ7MAZAV1WQJIAapuwiSgvEHBMjvBYTiD13g.jpg,https://occ-0-1722-1723.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVRBWLgRTzBiQldb9gtkE-NmTBG0te4vxaJNrJ1JhVYmiQB-VefgaZWXPOgE8TgGWoE6cw5toJK-Ml0JwzaxjgfBPdcQ7MAZAV1WQJIAapuwiSgvEHBMjvBYTiD13g.jpg,TV-MA,SuperHD,Yoshiyoshi Arakawa,,Horror,,,81059942,2020-07-03,A paranormal researcher searches obsessively for a cursed home where something terrible happened to a mother and her child long ago.,Japanese
